ID,N. SCHEDA,PROVINCIA,COMUNE,LOCALITÀ,LATITUDINE su GIS,LONGITUDINE su GIS,ALTITUDINE (m s.l.m.),CONTESTO URBANO sì/no,NOME SCIENTIFICO,NOME VOLGARE,CIRCONFERENZA FUSTO (cm),ALTEZZA (m),CRITERI DI MONUMENTALITÀ,PROPOSTA DICHIARAZIONE NOTEVOLE INTERESSE PUBBLICO,longitude,latitude
109,03/G196/TO/01,Torino,Oulx,Beaulard - Puy Santa Chiara,"45°02'10,00''","6°44'19,00''",1660,no,Larix decidua Mill.,Larice ,385,22,a) età e/o dimensioni,no,6.738611,45.050278
110,01/G674/TO/01,Torino,Pinerolo,Baudenasca,"44°51'47,13''","7°20'57,92''",345,no,Taxodium distichum (L.) Rich.,Cipresso calvo,475,34,a) età e/o dimensioni b) forma e portamento e) architettura vegetale,no,7.349422,44.869722
111,01/G900/TO/01,Torino,Porte,Giardino del Municipio,"44°53'14,62''","7°16'04,97''",437,si,Ilex aquifolium L.,Agrifoglio,170,16,"a) età e/o dimensioni e) architettura vegetale g) valore storico, culturale, religioso",vigente ,7.268047,44.903056
112,01/H335/TO/01,Torino,Rivalta,Concentrico,"45°01'53,97""","7°31'19,01""",295,si,Magnolia grandiflora L.,Magnolia ,370,20.5,a) età e/o dimensioni b) forma e portamento e) architettura vegetale,no,7.521947,45.036389
113,01/H338/TO/01,Torino,Rivara,"Palazzo comunale - Corso Ogliani,9","45°19'56,22''","7°37'34,63''",370,si,Insieme omogeneo di Magnolia obovata Thunb syn. Magnolia hypoleuca Siebold & Zucc. ,Magnolia giapponese,109 (med) 230 (max),"12,0 (med) 14,0 (max)",b) forma e portamento d) rarità botanica,no,7.626286,45.336389
114,02/H338/TO/01,Torino,Rivara,"Palazzo comunale - Corso Ogliani,9","45°19'58,83''","7°37'30,81''",370,si,Cupressus torulosa D. Don,Cipresso del Bhutan,590,20,d) rarità botanica e) architettura vegetale,si,7.625225,45.336389
115,03/H338/TO/01,Torino,Rivara,"Palazzo comunale - Corso Ogliani,9","45°19'59,70''","7°37'32,61''",370,si,Insieme omogeneo di Sequoia sempervirens (D. Don) Endl,Sequoia sempreverde,467 (med) 510 (max),"35,0 (med) 35,0 (max)",a) età e/o dimensioni,no,7.625725,45.336389
116,01/H554/TO/01,Torino,Rora',Borgata Rounzéi - Cascinetta,"44°47'05,42''","7°10'45,83''",1270,no,Fraxinus excelsior L.,Frassino maggiore,480,23,a) età e/o dimensioni,no,7.179397,44.803056
117,01/I152/TO/01,Torino,San Sebastiano Po, Villa,"45°09'16,35""","7°55'47,45""",320,no,Ginkgo biloba L.,Ginco,320,11,a) età e/o dimensioni b) forma e portamento f) pregio paesaggistico,no,7.929847,45.169722
118,01/I327/TO/01,Torino,Santena,"Castello di San Salvà - Via San Salva, 56","44°56'36,13''","7°47'58,26''",240,no,Insieme omogeneo di Taxodium distichum (L.) Rich,Cipresso calvo,350 (med) 470 (max),"36,0 (med) 41,0 (max)",e) architettura vegetale f) pregio paesaggistico,vigente,7.799517,44.953056
119,02/I327/TO/01,Torino,Santena,Parco Cavour - Piazza Visconte Venosta,"44°57'02,30''","7°46'35,18''",238,si,Platanus acerifolia (Aiton) Willd.,Platano comune,680,40,"a) età e/o dimensioni e) architettura vegetale g) valore storico, culturale, religioso",vigente,7.776439,44.969722
120,01/L219/TO/01,Torino,Torino,Parco Tesoriera - Corso Francia,"45°04'33,16''","7°38'17,38''",250,si,Platanus acerifolia (Aiton) Willd.,Platano comune,665,28,a) età e/o dimensioni,no,7.638161,45.086389
121,02/L219/TO/01,Torino,Torino,Giardino Sambuy - Piazza Carlo Felice,"45°03'49,25''","7°40'46,19''",230,si,Pterocarya fraxinifolia(Lam.) Spach,Noce del Caucaso,605,27,a) età e/o dimensioni,no,7.679497,45.069722
122,03/L219/TO/01,Torino,Torino,Giardini Cavour - Piazza Cavour,"45°03'47,63''","7°41'22,15''",235,si,Platanus acerifolia (Aiton) Willd.,Platano comune,550,33.5,a) età e/o dimensioni e) architettura vegetale f) pregio paesaggistico; ,si,7.689486,45.069722
123,04/L219/TO/01,Torino,Torino,Giardini Cavour - Piazza Cavour,"45°03'47,84''","7°41'25,04''",230,si,Gingko biloba L.,Ginco ,370,27,a) età e/o dimensioni e) architettura vegetale f) pregio paesaggistico; ,si,7.690289,45.069722
124,05/L219/TO/01,Torino,Torino,Giardini Reali,"45°04'21,36''","7°41'20,97''",230,si,Zelkova carpinifolia (Pall.) K. Koch,Olmo del Caucaso,350,24,a) età e/o dimensioni d) rarità botanica,no,7.689158,45.086389
125,06/L219/TO/01,Torino,Torino,Villa Rey,"45°03'51,36''","7°43'10,43''",290,si,Platanus acerifolia (Aiton) Willd.,Platano comune,640,13.5,a) età e/o dimensioni e) architettura vegetale,si,7.719564,45.069722
126,07/L219/TO/01,Torino,Torino,Parco del Valentino - Viale Virgilio,"45°03'10,71''","7°41'10,74''",220,si,Quercus robur L.,Farnia ,400,28,a) età e/o dimensioni e) architettura vegetale,no,7.686317,45.069722
127,08/L219/TO/01,Torino,Torino,Parco del Valentino - Corso Massimo d'Azeglio ,"45°03'28,34''","7°41'16,40''",230,si,Celtis australis L.,Bagolaro ,475,23,a) età e/o dimensioni,no,7.687889,45.069722
128,09/L219/TO/01,Torino,Torino,Corso Novara/ Via Alfonso Varano,"45°04'32,84''","7°42'14,74''",220,si,Platanus acerifolia (Aiton) Willd.,Platano comune,494,27,a) età e/o dimensioni,no,7.704094,45.086389
129,10/L219/TO/01,Torino,Torino,Parco del Valentino -Viale Sclopis,"45°02'47,43""","7°41'00,51''",220,si,Platanus acerifolia (Aiton) Willd.,Platano comune,550,39.5,a) età e/o dimensioni,no,7.683475,45.053056
130,11/L219/TO/01,Torino,Torino,Parco del Valentino - Viale Virgilio,"45°03'04,22''","7°41'10,86''",210,si,Platanus acerifolia (Aiton) Willd.,Platano comune,600,26,a) età e/o dimensioni,no,7.686350,45.069722
131,12/L219/TO/01,Torino,Torino,Parco del Valentino - Viale Matteo Maria Boiardo,"45°02'53,33''","7°41'02,63''",220,si,Platanus acerifolia (Aiton) Willd.,Platano comune,510,36,a) età e/o dimensioni,no,7.684064,45.053056
132,13/L219/TO/01,Torino,Torino,Parco del Valentino - Viale Virgilio,"45°02'57,12''","7°41'04,83''",220,si,Insieme omogeneo di Quercus robur L.,Farnia ,280 (med) 320 (max),"27,0 (med) 28,0 (max)",e) architettura vegetale,no,7.684675,45.053056
133,01/L277/TO/01,Torino,Torre Pellice,Scuola Mauriziana,"44°49'18,17''","7°13'36,44''",543,si,Cedrus libani A.Rich.,Cedro del Libano,545,25,a) età e/o dimensioni b) forma e portamento f) pregio paesaggistico,no,7.226789,44.836389
134,02/L277/TO/01,Torino,Torre Pellice,Concentrico,"44°49'19,78''","7°12'49,06''",560,si,Sequoiadendron giganteum (Lindl.) J. Buchholz,Sequoia gigante,940,37,a) età e/o dimensioni b) forma e portamento f) pregio paesaggistico,no,7.213628,44.836389
135,01/L445/TO/01,Torino,Trofarello,"Valle Sauglio - Via Santo Stefano, 1","44°59'28,06''","7°45'11,33''",265,no,Quercus robur L.,Farnia ,430,30,a) età e/o dimensioni,no,7.753147,45.003056
136,01/B510/TO/01,Torino,Valprato Soana,Andorina,"45°31'18,97""","7°32'27.89""",1470,no,Fraxinus excelsior L.,Frassino maggiore,260,16.5,b) forma e portamento f) pregio paesaggistico,no,7.541081,45.536389
137,02/B510/TO/01,Torino,Valprato Soana,Andorina,"45°31'20,37""","7°32'42,77""",1300,no,Picea abies L.,Abete rosso,335,40,a) età e/o dimensioni b) forma e portamento,no,7.545214,45.536389
138,01/L727/TO/01,Torino,Venaria,Ingresso principale Parco la Mandria-Ponte verde- Borgo Castello,"45°08'33,56''","7°36'28,06''",260,no,Insieme omogeneo di Quercus robur L.,Farnia ,283 (med) 424 (max),"23,0 (max)",c) valore ecologico e) architettura vegetale,no,7.607794,45.153056
139,01/M007/TO/01,Torino,Villarfocchiardo,Borgata La Doussa,"45°05'59,02""","7°13'54,03""",725,no,Castanea sativa Mill.,Castagno,700,14,a) età e/o dimensioni b) forma e portamento,no,7.231675,45.103056
140,02/M007/TO/01,Torino,Villarfocchiardo,Alpe Truc Superiore,"45°05'34,32""","7°12'17,78""",1245,no,Pyrus communis L.,Pero selvatico,355,18.5,a) età e/o dimensioni b) forma e portamento,no,7.204939,45.103056
141,01/D177/VB/01,Verbano Cusio Ossola,Crodo,Alpe Cheggio,"46°12'14,41""'","8°17'55,39''",1340,no,Picea abies (L.) H. Karst.,Abete rosso,410,24,a) età e/o dimensioni b) forma e portamento,no,8.298719,46.222500
142,02/D177/VB/01,Verbano Cusio Osssola ,Crodo,Maglioggio,"46°13'50,06''","8°20'17,86''",700,no,Castanea sativa Mill. ,Castagno,870,17.5,"a) età e/o dimensioni g) valore storico, culturale, religioso",vigente,8.338294,46.239167
143,01/E790/VB/01,Verbano Cusio Osssola ,Macugnaga,Cimitero comunale,"45°58'14,48''","7°57'51,29''",1317,si,Tilia platyphyllos Mill.,Tiglio nostrale,830,15,"a) età e/o dimensioni b) forma e portamento f) pregio paesaggistico g) valore storico, culturale, religioso",vigente,7.964247,45.986389
144,01/E795/VB/01,Verbania,Madonna del Sasso,Alpe Sel,"45°46'52,10""","8°21'21,79""",900,no,Acer pseudoplatanus L.,Acero di monte,342,31,a) età e/o dimensioni b) forma e portamento,no,8.356053,45.789167
145,01/F146/VB/01,Verbano Cusio Osssola ,Mergozzo,Piazza Vittorio Veneto,"45°57'37,35''","8°26'56,15''",196,si,Ulmus minor Mill.,Olmo campestre,550,13,"a) età e/o dimensioni d) rarità botanica f) pregio paesaggistico g) valore storico, culturale, religioso",vigente,8.448931,45.972500
146,01/G600/VB/01,Verbano Cusio Osssola ,Piedimulera,Cimamulera - Chiesa di S. Antonio Abate,"46°01'18,71''","8°14'53,36''",475,si,Aesculus hippocastanum L.,ippocastano,475,25,a) età e/o dimensioni b) forma e portamento f) pregio paesaggistico,vigente,8.248156,46.039167
147,01/H037/VB/01,Verbano Cusio Osssola ,Premosello-Chiovenda,Cuzzago - Scopello,"45°59'42,13''","8°21'48,65''",247,no,Taxus baccata L.,Tasso ,362,8.5,a) età e/o dimensioni,no,8.363514,46.005833
148,01/I976/VB/01,Verbano Cusio Osssola ,Stresa,"Corso Re Umberto l, 15","45°53'05,05''","8°32'19,44''",270,si,Cedrus deodara (D.Don) G.Don,Cedro dell'Himalaya,800,35,"a) età e/o dimensioni f) pregio paesaggistico g) valore storico, culturale, religioso",vigente,8.538733,45.905833
149,02/I976/VB/01,Verbano Cusio Osssola ,Stresa,Isola Bella Lago Maggiore,"45°53'43,71''","8°31'38,00''",225,si,Cinnamomum camphora (L.) J. Presl,Albero della Canfora,720,30,a) età e/o dimensioni b) forma e portamento e) architettura vegetale,no,8.527222,45.905833
150,03/I976/VB/01,Verbano Cusio Osssola ,Stresa,Isola Madre Lago Maggiore,"45°54'44,99''","8°32'18,59''",200,si,Taxodium distichum (L.) Rich.,Cipresso calvo,470,25,a) età e/o dimensioni b) forma e portamento e) architettura vegetale,no,8.538497,45.922500
151,04/I976/VB/01,Verbano Cusio Osssola ,Stresa,Isola Madre Lago Maggiore,"45°54'40,04''","8°32'16,09''",210,si,Cupressus cashmeriana Royle ex Carrièr,Cipresso del Kashmir,450,25,a) età e/o dimensioni b) forma e portamento e) architettura vegetale f) pregio paesaggistico,no,8.537803,45.922500
152,05/I976/VB/01,Verbano Cusio Osssola ,Stresa,Isola Madre Lago Maggiore,"45°54'39,87''","8°32'20,45''",210,si,Quercus suber L.,Sughera,350,18,a) età e/o dimensioni b) forma e portamento e) architettura vegetale,no,8.539014,45.922500
153,06/I976/VB/01,Verbano Cusio Osssola ,Stresa,Isola Madre Lago Maggiore,"45°54'39,11''","8°32'20,75''",210,si,Magnolia grandiflora L.,Magnolia ,435,22,a) età e/o dimensioni b) forma e portamento e) architettura vegetale,no,8.539097,45.922500
154,01/L336/VB/01,Verbano Cusio Osssola ,Trasquera ,Lasotta- Salera,"46°12'59,43""","8°13'02,82""",1250,no,Fagus sylvatica L.,Faggio,647-160,33,a) età e/o dimensioni b) forma e portamento,no,8.217450,46.222500
155,02/L691/VB/01,Verbano Cusio Osssola ,Varzo,Alpe Veglia - Pian du Scricc,"46°16'52.47""","8°09'50,64""",1920,no,Larix decidua L.,Larice ,460,25,a) età e/o dimensioni b) forma e portamento,no,8.164067,46.289167
156,01/L691/VB/01,Verbano Cusio Osssola ,Varzo,Alpe Veglia -Aione,"46°16'14,51""","8°08'47,18""",1750,no,Insieme omogeneo di Larix decidua L.,Larice ,450 (med) 510 (max),"22,0 (max)",a) età e/o dimensioni b) forma e portamento,no,8.146439,46.289167
157,01/L746/VB/01,Verbano Cusio Osssola ,Verbania,Cavandone,"45°56'41,00''","8°30'59,00''",405,si,Taxus baccata L.,Tasso,370,14,a) età e/o dimensioni b) forma e portamento e) architettura vegetale f) pregio paesaggistico,vigente,8.516389,45.955833
158,01/B041/VC/01,Vercelli,Borgosesia,Alpe Maddalene,"45°44'00,20""","8°13'12,49""",915,no,Insieme omogeneo di Carpinus betulus L.,Carpino bianco,450 (med) 510 (max),"12,5 (max)",a) età e/o dimensioni b) forma e portamento c) valore ecologico f) pregio paesaggistico,no,8.220136,45.755833
159,02/B752/VC/01,Vercelli,Carcoforo,Sentiero n.122 ,"45°54'38,62""","8°02'57,53""",1340,no,Fraxinus excelsior L.,Frassino maggiore,540,21,a) età e/o dimensioni b) forma e portamento,no,8.049314,45.922500
160,01/B752/VC/01,Vercelli,Carcoforo,Bandita di Carcoforo - Cappella,"45°54'50,74""","8°02'57,10""",1570,no,Larix decidua L.,Larice,460,37.5,a) età e/o dimensioni b) forma e portamento,no,8.049194,45.922500
161,01/D154/VC/01,Vercelli,Crescentino,"Rabeto - Strada Casale, 3","45°11'34,55''","8°07'20,53''",150,no,Tilia x vulgarisHayne,Tiglio intermedio,345,24,b) forma e portamento,no,8.122369,45.205833
162,01/E711/VC/01,Vercelli,Lozzolo,Concentrico,"45°37'09,76""","8°19'30,72""",286,si,Prunus avium L.,Ciliegio selvatico,305,12,a) età e/o dimensioni b) forma e portamento,no,8.325200,45.639167
163,01/H291/VC/01,Vercelli,Rima San Giuseppe,Ingresso paese,"45°53'03,86''","8°00'01,25''",1713,no,Larix decidua Mill. ,Larice,550,45,"a) età e/o dimensioni f) pregio paesaggistico g) valore storico, culturale, religioso",vigente,8.000347,45.905833
164,01/L750/VC/01,Vercelli,Vercelli,Piazza del Duomo,"45°19'49,99""","8°25'18,90''",125,si,Insieme omogeneo di Liquidambar styraciflua L.,Noce satinato,450 (med) 510 (max),"32,0 (med) 32,0 (max)",a) età e/o dimensioni e) architettura vegetale f) pregio paesaggistico,vigente,8.421917,45.339167
